HomeTeam,AwayTeam,Season,elo_diff_cuted,diff_with_avg_a_m_cuted,diff_with_avg_h_m_cuted,diff_with_avg_a_d_cuted,diff_with_avg_h_d_cuted,diff_with_avg_a_f_cuted,diff_with_avg_h_f_cuted,FTR,FTHG,HTHG,HS,HF,FTAG,HTAG,AS,AST,AF,AC,bkm_prediction,B365H,B365D,B365A,Elo_Home,Elo_Away,elo_diff,sum_lose_last_5_Home,sum_win_last_5_Away,sum_lose_last_5_Away,sum_win_last_3_Away,sum_lose_last_3_Away,shots_total_h_d,tackles_h_d,aerials_won_h_d,clearance_offine_h_d,pen_miss_h_d,pen_won_h_d,score_joueur_avg_of_week_h_d,fouls_commited_h_g,tackles_h_g,dispossesed_h_g,saves_h_g,punches_h_g,savesInsideBox_h_g,duelsWon_h_g,dribbleSucc_h_g,dribbledPast_h_g,good_high_claim_h_g,rating_h_g,minutes_played_h_g,score_joueur_h_g,score_joueur_avg_of_week_h_g,shots_total_h_f,shots_on_goal_h_f,tackles_h_f,clearances_h_f,dispossesed_h_f,duelsWon_h_f,aerials_won_h_f,redcards_h_f,pen_score_h_f,pen_miss_h_f,pen_won_h_f,hit_woodwork_h_f,score_joueur_h_f,score_joueur_avg_of_week_h_f,diff_with_avg_h_f,shots_total_h_m,fouls_drawn_h_m,tackles_h_m,clearances_h_m,dispossesed_h_m,duelsWon_h_m,dribbleAttempts_h_m,dribbledPast_h_m,error_lead_to_goal_h_m,pen_miss_h_m,pen_committed_h_m,rating_h_m,shots_on_goal_a_d,offsides_a_d,tackles_a_d,total_crosses_a_d,acc_crosses_a_d,interceptions_a_d,clearances_a_d,dispossesed_a_d,duelsTotal_a_d,duelsWon_a_d,aerials_won_a_d,dribbleSucc_a_d,yellowcards_a_d,lastman_tackle_a_d,pen_miss_a_d,pen_won_a_d,passes_a_d,passes_acc_a_d,keyPasses_a_d,minutes_played_a_d,score_joueur_a_d,score_joueur_avg_of_week_a_d,diff_with_avg_a_d,tackles_a_g,interceptions_a_g,clearances_a_g,saves_a_g,savesInsideBox_a_g,duelsTotal_a_g,duelsWon_a_g,big_chance_created_a_g,redcards_a_g,passes_a_g,passes_acc_a_g,score_joueur_avg_of_week_a_g,shots_total_a_f,shots_on_goal_a_f,fouls_drawn_a_f,fouls_commited_a_f,tackles_a_f,blocks_a_f,total_crosses_a_f,acc_crosses_a_f,interceptions_a_f,dispossesed_a_f,aerials_won_a_f,dribbleAttempts_a_f,dribbleSucc_a_f,big_chance_created_a_f,big_chance_missed_a_f,clearance_offine_a_f,pen_score_a_f,hit_woodwork_a_f,passes_a_f,passes_acc_a_f,keyPasses_a_f,minutes_played_a_f,score_joueur_a_f,score_joueur_avg_of_week_a_f,diff_with_avg_a_f,shots_on_goal_a_m,offsides_a_m,fouls_drawn_a_m,total_crosses_a_m,acc_crosses_a_m,interceptions_a_m,dispossesed_a_m,aerials_won_a_m,dribbledPast_a_m,big_chance_created_a_m,pen_score_a_m,pen_committed_a_m,pen_won_a_m,hit_woodwork_a_m,passes_a_m,passes_acc_a_m,minutes_played_a_m,score_joueur_a_m,score_joueur_avg_of_week_a_m,diff_with_avg_a_m,num_of_day
Angers,Lyon,2021_2022,]-247 to -190],"(-0.345, 0.395]","(-1.028, -0.282]","(-0.451, -0.0904]","(0.0412, 0.401]","(0.511, 0.642]","(-0.449, -0.303]",1,1.3333333333333333,0.3333333333333333,8.333333333333334,12.0,3.333333333333333,1.6666666666666667,16.333333333333332,7.333333333333333,13.0,5.0,2,4.5,3.8,1.75,1537.1706543,1738.26989746,-201.09924316,1.0,3.0,1.0,2.0,0.0,0.6666666666666666,4.666666666666667,4.0,0.0,0.0,0.0,4.651513642874612,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,6.066666666666667,90.0,1.1166666666666671,2.2191798941798946,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,4.666666666666667,10.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.522222222222222,0.8387524470943779,-0.3165302248721556,4.666666666666667,6.0,4.666666666666667,1.6666666666666667,5.666666666666667,16.666666666666668,6.333333333333333,5.333333333333333,0.0,0.0,0.0,6.681111111111111,0.6666666666666666,0.0,5.333333333333333,3.333333333333333,0.6666666666666666,6.666666666666667,10.333333333333334,0.0,33.333333333333336,21.0,11.666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,199.66666666666663,167.33333333333334,2.0,330.3333333333333,4.261428571428572,4.687859423132029,-0.4264308517034581,0.0,0.0,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,27.666666666666668,17.666666666666668,2.291851851851852,4.333333333333333,2.0,3.6666666666666665,3.0,1.6666666666666667,0.0,5.666666666666667,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.333333333333333,4.333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,70.0,51.333333333333336,5.333333333333333,164.0,1.4266666666666667,0.8257472028359367,0.60091946383073,4.666666666666667,0.0,9.0,4.666666666666667,1.6666666666666667,4.666666666666667,8.333333333333334,5.666666666666667,6.333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,217.66666666666663,182.0,403.0,5.823809523809524,5.8250671793275535,-0.0012576555180294,6
Clermont,Troyes,2021_2022,]-22 to 34],"(-1.825, -1.085]","(4.194, 4.94]","(-0.451, -0.0904]","(-0.679, -0.319]","(-0.278, -0.147]","(0.135, 0.281]",1,2.0,0.0,18.0,6.0,0.6666666666666666,0.6666666666666666,9.333333333333334,3.0,13.0,3.6666666666666665,1,2.0,3.4,3.8,1525.47705078,1506.23925781,19.23779296999988,2.0,1.0,2.0,1.0,1.0,7.0,5.0,5.0,0.0,0.0,0.0,4.437373737373737,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,90.0,1.35,2.1975,5.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0200000000000002,0.8128205128205129,0.2071794871794872,3.0,6.0,3.0,3.0,5.0,18.0,17.0,4.0,0.0,0.0,0.0,6.985714285714286,0.6666666666666666,0.0,3.0,4.666666666666667,1.6666666666666667,5.333333333333333,21.0,0.0,22.666666666666668,12.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,108.66666666666669,88.28666666666668,0.6666666666666666,368.3333333333333,3.1632,3.4101380262249825,-0.2469380262249829,0.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.0,0.0,18.666666666666668,11.073333333333332,1.5484166666666666,2.333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,17.666666666666668,12.476666666666668,1.0,85.66666666666667,0.4495333333333333,0.5995655172413793,-0.1500321839080459,1.3333333333333333,0.0,4.0,11.333333333333334,2.6666666666666665,6.0,0.0,0.0,10.666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,139.33333333333334,112.97,446.0,3.898857142857144,5.00276596984159,-1.1039088269844477,6
Brest,Rennes,2021_2022,]-134 to -78],"(0.395, 1.135]","(-1.028, -0.282]","(-0.0904, 0.27]","(-0.319, 0.0412]","(0.379, 0.511]","(-0.157, -0.0109]",0,0.6666666666666666,0.3333333333333333,9.666666666666666,11.0,1.3333333333333333,0.3333333333333333,9.0,2.333333333333333,12.666666666666666,4.0,2,3.1,3.4,2.3,1524.91003418,1624.66809082,-99.75805664000018,3.0,2.0,3.0,1.0,2.0,1.0,7.666666666666667,5.0,0.0,0.0,0.0,4.756151539700009,0.3333333333333333,0.0,0.0,2.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,6.1000000000000005,90.0,2.15,2.2614814814814816,3.6666666666666665,3.0,2.0,2.0,2.6666666666666665,14.333333333333334,9.0,0.0,0.0,0.0,0.0,0.0,0.7722222222222225,0.8071481690195116,-0.0349259467972893,3.0,3.6666666666666665,5.666666666666667,2.0,2.0,17.0,11.666666666666666,6.333333333333333,0.0,0.0,0.3333333333333333,6.6933333333333325,0.0,0.0,5.666666666666667,6.0,0.6666666666666666,4.333333333333333,11.666666666666666,1.3333333333333333,36.66666666666666,23.0,10.333333333333334,4.0,0.3333333333333333,0.0,0.0,0.0,259.0,224.3333333333333,1.3333333333333333,361.0,4.918333333333333,4.687859423132029,0.2304739102013037,0.0,0.0,0.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,29.0,22.0,2.291851851851852,3.333333333333333,1.6666666666666667,7.0,3.0,2.333333333333333,0.0,6.666666666666667,1.3333333333333333,1.0,6.666666666666667,6.666666666666667,15.0,10.333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,110.0,85.0,3.6666666666666665,268.0,1.2800000000000002,0.8257472028359367,0.4542527971640633,0.6666666666666666,0.0,1.6666666666666667,3.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,3.0,2.0,0.0,0.0,0.0,0.0,0.0,177.33333333333334,151.33333333333334,243.66666666666663,6.945,5.8250671793275535,1.1199328206724468,6
Marseille,Bordeaux,2021_2022,]90 to 146],"(-1.085, -0.345]","(4.94, 5.687]","(0.27, 0.631]","(1.121, 1.481]","(-0.278, -0.147]","(0.428, 0.574]",0,2.333333333333333,0.3333333333333333,12.333333333333334,11.666666666666666,1.0,0.3333333333333333,11.666666666666666,4.666666666666667,13.333333333333334,2.333333333333333,1,1.53,4.2,6.0,1643.31982422,1526.80004883,116.51977539000018,1.0,1.0,2.0,0.0,2.0,2.0,6.0,5.333333333333333,0.0,0.0,0.0,4.687859423132029,0.0,0.0,0.0,3.6666666666666665,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,6.7,90.0,2.5333333333333337,2.291851851851852,6.666666666666667,3.6666666666666665,1.0,0.3333333333333333,1.3333333333333333,8.0,1.6666666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.3911111111111112,0.8257472028359367,0.5653639082751746,2.0,7.666666666666667,7.0,3.0,2.333333333333333,24.0,8.0,1.6666666666666667,0.0,0.0,0.0,7.055555555555556,0.3333333333333333,0.0,6.333333333333333,3.0,1.0,3.333333333333333,9.666666666666666,2.0,39.0,23.666666666666668,8.0,5.666666666666667,1.6666666666666667,0.0,0.0,0.0,224.3333333333333,193.3333333333333,2.333333333333333,386.0,5.190833333333333,4.637236738773471,0.5535965945598625,0.0,0.0,2.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.0,0.0,28.666666666666668,21.666666666666668,2.271031746031746,3.6666666666666665,2.6666666666666665,3.333333333333333,2.333333333333333,2.0,0.0,3.6666666666666665,0.3333333333333333,1.3333333333333333,1.6666666666666667,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,49.0,37.333333333333336,1.3333333333333333,206.66666666666663,0.5393333333333332,0.7854157407953645,-0.2460824074620312,1.6666666666666667,0.0,3.333333333333333,5.666666666666667,1.3333333333333333,3.6666666666666665,2.333333333333333,4.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,155.66666666666666,125.0,310.6666666666667,5.281547619047619,5.979524901114708,-0.6979772820670878,6
Reims,Montpellier,2021_2022,]-78 to -22],"(-2.565, -1.825]","(-1.028, -0.282]","(-1.173, -0.812]","(0.0412, 0.401]","(-0.147, -0.0151]","(-0.303, -0.157]",0,0.6666666666666666,0.6666666666666666,9.333333333333334,10.333333333333334,2.0,1.0,9.333333333333334,3.6666666666666665,14.666666666666666,5.666666666666667,1,2.6,3.3,2.75,1572.02111816,1597.10766602,-25.08654785999988,2.0,2.0,1.0,2.0,1.0,1.3333333333333333,7.0,6.666666666666667,0.0,0.0,0.0,4.637236738773471,0.0,0.0,0.0,2.333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.0,0.3333333333333333,0.0,6.6000000000000005,90.0,2.583333333333333,2.271031746031746,2.0,0.6666666666666666,0.0,1.0,1.3333333333333333,3.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,0.4955555555555557,0.7854157407953645,-0.2898601852398089,2.333333333333333,3.0,5.333333333333333,2.6666666666666665,3.333333333333333,15.666666666666666,8.666666666666666,5.333333333333333,0.0,0.0,0.0,6.688095238095239,0.3333333333333333,0.0,10.666666666666666,6.666666666666667,0.6666666666666666,3.333333333333333,16.333333333333332,2.333333333333333,38.0,20.666666666666668,7.333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,128.66666666666666,105.0,1.6666666666666667,331.3333333333333,3.624166666666666,4.637236738773471,-1.0130700721068044,0.0,0.0,1.0,4.666666666666667,3.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.0,29.0,15.333333333333334,2.271031746031746,3.333333333333333,2.333333333333333,4.0,2.6666666666666665,3.0,0.0,6.666666666666667,2.0,1.0,6.0,11.0,7.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,64.33333333333333,40.66666666666667,3.0,239.3333333333333,0.7497777777777778,0.7854157407953645,-0.0356379630175865,1.0,0.3333333333333333,4.333333333333333,7.666666666666667,3.333333333333333,3.0,2.0,2.6666666666666665,5.333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,127.0,100.66666666666669,335.3333333333333,3.977380952380953,5.979524901114707,-2.002143948733755,6
Brest,Paris SG,2021_2022,]-359 to -303],"(1.875, 2.615]","(-0.282, 0.464]","(2.074, 2.434]","(-1.038, -0.679]","(0.379, 0.511]","(-0.0109, 0.135]",2,0.6666666666666666,0.0,10.666666666666666,8.666666666666666,1.6666666666666667,1.3333333333333333,11.0,3.6666666666666665,10.666666666666666,2.6666666666666665,2,9.5,5.75,1.25,1525.84960938,1882.87121582,-357.02160644000014,3.0,5.0,0.0,3.0,0.0,1.0,7.333333333333333,4.0,0.0,0.0,0.0,4.74201370747707,0.3333333333333333,0.0,0.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,6.0,90.0,2.1,2.250462962962963,4.333333333333333,3.333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,12.0,7.333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.8500000000000002,0.7897267580387787,0.0602732419612214,3.0,4.333333333333333,7.0,3.0,2.0,19.666666666666668,12.666666666666666,7.666666666666667,0.0,0.0,0.3333333333333333,6.68,0.3333333333333333,1.0,4.666666666666667,8.333333333333334,1.6666666666666667,5.333333333333333,11.333333333333334,1.3333333333333333,26.666666666666668,14.666666666666666,6.333333333333333,2.6666666666666665,0.6666666666666666,0.0,0.0,0.3333333333333333,286.0,267.0,0.6666666666666666,359.0,6.984722222222222,4.81362562766236,2.171096594559863,0.0,0.0,0.3333333333333333,6.666666666666667,4.0,0.0,0.0,0.0,0.0,18.33333333333333,17.000000000000004,2.1750000000000003,4.0,1.6666666666666667,2.0,2.333333333333333,1.0,0.0,4.666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,10.333333333333334,6.333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,71.66666666666667,55.66666666666666,3.6666666666666665,183.0,1.1166666666666667,0.7177274291070527,0.3989392375596139,1.6666666666666667,0.0,4.333333333333333,2.6666666666666665,1.6666666666666667,4.333333333333333,2.6666666666666665,3.6666666666666665,7.333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,245.66666666666663,220.0,357.0,8.519047619047619,6.116857375341511,2.4021902437061087,4
St Etienne,Lille,2021_2022,]-190 to -134],"(1.135, 1.875]","(-1.028, -0.282]","(0.27, 0.631]","(-1.038, -0.679]","(0.116, 0.248]","(-0.157, -0.0109]",0,0.6666666666666666,0.3333333333333333,19.0,15.0,2.6666666666666665,1.6666666666666667,11.333333333333334,5.0,11.0,3.6666666666666665,2,3.1,3.2,2.4,1558.18371582,1725.34423828,-167.1605224599998,5.0,3.0,2.0,1.0,2.0,1.6666666666666667,7.666666666666667,8.333333333333334,0.0,0.0,0.0,4.633945824706694,0.0,0.0,0.0,3.6666666666666665,0.6666666666666666,2.333333333333333,0.0,0.0,0.0,0.0,7.266666666666666,90.0,2.5,2.1580687830687832,3.6666666666666665,2.0,3.333333333333333,1.3333333333333333,4.0,11.333333333333334,2.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6933333333333334,0.756427473024488,-0.0630941396911546,5.666666666666667,8.0,7.0,2.333333333333333,3.6666666666666665,29.0,13.666666666666666,5.333333333333333,0.0,0.0,0.0,6.913095238095238,0.6666666666666666,0.0,9.333333333333334,3.333333333333333,0.6666666666666666,6.0,11.333333333333334,0.6666666666666666,30.0,19.0,6.666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,223.0,190.0,0.6666666666666666,357.3333333333333,5.3875,4.81362562766236,0.5738743723376409,0.0,0.0,0.6666666666666666,3.333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.0,0.0,18.666666666666668,13.666666666666666,2.1750000000000003,3.6666666666666665,2.333333333333333,3.333333333333333,2.333333333333333,2.0,0.0,2.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,5.333333333333333,3.333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,56.0,43.0,2.0,186.66666666666663,0.902222222222222,0.7177274291070527,0.1844947931151695,1.6666666666666667,0.6666666666666666,5.0,8.0,3.0,5.333333333333333,3.333333333333333,3.0,5.333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,223.3333333333333,194.3333333333333,356.0,7.547222222222222,6.116857375341511,1.4303648468807104,5
Monaco,Lens,2021_2022,]90 to 146],"(-1.085, -0.345]","(-0.282, 0.464]","(-0.0904, 0.27]","(-0.319, 0.0412]","(-0.147, -0.0151]","(-0.157, -0.0109]",2,1.6666666666666667,1.3333333333333333,12.666666666666666,13.666666666666666,0.6666666666666666,0.3333333333333333,13.333333333333334,4.333333333333333,15.0,5.666666666666667,1,1.7,3.75,4.75,1693.90307617,1570.86120605,123.04187012000013,1.0,3.0,1.0,2.0,0.0,2.0,8.333333333333334,10.0,0.0,0.0,0.0,4.860271614959115,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,6.3,90.0,1.7666666666666666,2.181666666666667,2.333333333333333,1.0,0.0,0.3333333333333333,2.333333333333333,6.666666666666667,3.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6233333333333334,0.7642427637721756,-0.1409094304388422,4.666666666666667,7.666666666666667,11.666666666666666,2.6666666666666665,3.0,31.0,10.666666666666666,7.0,0.0,0.0,0.0,6.898888888888888,0.6666666666666666,0.3333333333333333,8.666666666666666,9.0,2.0,7.333333333333333,8.0,0.6666666666666666,42.66666666666666,24.33333333333333,6.0,4.0,0.6666666666666666,0.3333333333333333,0.0,0.0,224.0,197.66666666666663,3.333333333333333,378.6666666666667,4.83638888888889,4.860271614959115,-0.0238827260702261,0.0,0.0,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,0.0,18.33333333333333,12.0,2.181666666666666,5.666666666666667,2.6666666666666665,4.0,2.333333333333333,1.6666666666666667,0.0,6.333333333333333,1.6666666666666667,0.3333333333333333,2.6666666666666665,3.0,5.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,50.0,44.0,4.0,220.3333333333333,0.6493333333333333,0.7642427637721756,-0.1149094304388422,1.0,0.0,3.333333333333333,7.0,1.6666666666666667,2.6666666666666665,3.6666666666666665,1.0,4.666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,142.33333333333334,119.33333333333331,302.6666666666667,4.994444444444445,5.788700673962521,-0.7942562295180756,5
Metz,Reims,2021_2022,]-78 to -22],"(-1.085, -0.345]","(-0.282, 0.464]","(-0.812, -0.451]","(-1.038, -0.679]","(-0.278, -0.147]","(-0.0109, 0.135]",0,1.3333333333333333,0.6666666666666666,11.0,12.0,0.6666666666666666,0.3333333333333333,6.333333333333333,2.333333333333333,8.333333333333334,4.0,1,2.25,3.2,3.4,1538.95751953,1570.84460449,-31.88708496000004,3.0,2.0,2.0,1.0,1.0,0.6666666666666666,5.0,6.333333333333333,0.0,0.0,0.0,4.81362562766236,0.3333333333333333,0.0,0.0,2.333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,6.3,90.0,1.8500000000000003,2.1750000000000003,4.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,7.0,12.333333333333334,2.6666666666666665,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.7731111111111112,0.7177274291070527,0.0553836820040582,2.333333333333333,2.0,5.333333333333333,3.6666666666666665,1.3333333333333333,11.333333333333334,3.6666666666666665,4.0,0.0,0.0,0.0,6.627777777777777,0.0,0.0,6.0,2.6666666666666665,0.3333333333333333,5.0,14.333333333333334,2.333333333333333,33.0,18.666666666666668,6.333333333333333,3.6666666666666665,0.3333333333333333,0.0,0.0,0.0,167.66666666666666,138.33333333333334,1.0,363.3333333333333,4.355,4.860271614959115,-0.5052716149591149,0.0,0.0,2.333333333333333,4.0,3.0,1.0,1.0,0.0,0.0,33.333333333333336,19.0,2.181666666666666,1.3333333333333333,1.0,3.0,1.6666666666666667,1.6666666666666667,0.0,2.0,0.0,0.6666666666666666,2.333333333333333,1.3333333333333333,4.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,27.0,0.6666666666666666,155.0,0.5866666666666667,0.7642427637721756,-0.1775760971055089,1.3333333333333333,0.3333333333333333,6.666666666666667,5.666666666666667,1.6666666666666667,3.6666666666666665,3.6666666666666665,3.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,157.66666666666666,132.0,355.6666666666667,4.827222222222223,5.788700673962521,-0.9614784517402978,6
Montpellier,Lorient,2021_2022,]34 to 90],"(0.395, 1.135]","(-2.52, -1.774]","(-0.812, -0.451]","(-1.398, -1.038]","(-0.41, -0.278]","(-0.157, -0.0109]",1,1.0,1.0,8.333333333333334,14.333333333333334,1.0,0.0,9.0,2.0,11.0,2.6666666666666665,1,2.1,3.4,3.5,1595.90185547,1537.99438477,57.90747070000021,2.0,2.0,0.0,1.0,0.0,0.3333333333333333,10.666666666666666,3.333333333333333,0.0,0.0,0.0,4.8602716149591165,0.0,0.0,0.0,5.666666666666667,1.0,4.333333333333333,1.3333333333333333,0.0,0.0,1.0,7.7,90.0,4.216666666666667,2.181666666666666,2.0,0.6666666666666666,2.333333333333333,2.6666666666666665,2.333333333333333,16.0,9.333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.728888888888889,0.7642427637721756,-0.0353538748832865,3.333333333333333,3.6666666666666665,6.333333333333333,4.666666666666667,2.6666666666666665,17.0,3.6666666666666665,4.333333333333333,0.0,0.0,0.0,6.67936507936508,1.0,0.3333333333333333,5.666666666666667,4.333333333333333,0.3333333333333333,7.0,13.333333333333334,2.333333333333333,38.0,18.666666666666668,5.333333333333333,2.0,1.0,0.0,0.0,0.0,199.66666666666663,164.66666666666663,1.3333333333333333,441.3333333333333,4.117777777777778,4.81362562766236,-0.6958478498845818,0.0,0.0,1.0,3.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,24.666666666666668,12.333333333333334,2.1750000000000003,1.6666666666666667,0.3333333333333333,2.6666666666666665,4.333333333333333,2.333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,5.0,1.6666666666666667,3.0,1.0,0.0,0.0,0.0,0.0,0.0,40.66666666666666,32.333333333333336,1.3333333333333333,191.66666666666663,0.3866666666666667,0.7177274291070527,-0.331060762440386,0.6666666666666666,0.0,6.0,8.0,3.333333333333333,4.333333333333333,3.6666666666666665,3.0,9.666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,138.33333333333334,114.33333333333331,267.0,6.736111111111112,6.116857375341511,0.6192537357695999,6
Lyon,Clermont,2021_2022,]146 to 202],"(-0.345, 0.395]","(1.21, 1.956]","(-1.173, -0.812]","(1.84, 2.2]","(-0.147, -0.0151]","(0.281, 0.428]",0,2.333333333333333,0.6666666666666666,18.0,11.666666666666666,2.0,0.0,19.0,10.0,9.0,10.0,1,1.55,4.5,5.25,1715.62670898,1534.11816406,181.50854492000008,1.0,0.0,3.0,0.0,1.0,2.6666666666666665,7.0,7.666666666666667,0.3333333333333333,0.0,0.0,4.81362562766236,0.0,0.0,0.0,3.333333333333333,0.0,2.333333333333333,0.0,0.0,0.0,0.0,6.7,90.0,2.583333333333333,2.1750000000000003,5.666666666666667,2.333333333333333,1.0,0.6666666666666666,2.333333333333333,10.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0646666666666669,0.7177274291070527,0.346939237559614,5.666666666666667,6.333333333333333,10.0,0.3333333333333333,3.333333333333333,23.666666666666668,8.0,5.0,0.0,0.0,0.0,7.270238095238095,0.0,0.0,11.0,8.0,3.0,10.0,6.0,4.0,44.0,20.0,4.0,1.0,1.0,0.0,0.0,0.0,143.0,121.0,6.0,360.0,3.52,4.5840000000000005,-1.0640000000000005,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,26.0,23.0,2.3781250000000003,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,26.0,23.0,3.0,102.0,0.7200000000000001,0.7484615384615385,-0.0284615384615384,5.0,0.0,4.0,15.0,4.0,4.0,8.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,241.0,197.0,438.0,5.3875,5.485353535353536,-0.0978535353535353,6
Rennes,Nantes,2021_2022,]34 to 90],"(-1.825, -1.085]","(0.464, 1.21]","(-2.26, -1.894]","(0.401, 0.761]","(-0.278, -0.147]","(0.281, 0.428]",1,1.3333333333333333,0.6666666666666666,14.0,11.0,3.0,1.6666666666666667,11.0,3.6666666666666665,11.333333333333334,4.333333333333333,1,1.85,3.6,4.2,1625.78759766,1576.53833008,49.24926758000015,3.0,2.0,3.0,1.0,2.0,2.333333333333333,5.0,4.0,0.0,0.0,0.0,4.81362562766236,0.0,0.0,0.0,3.333333333333333,0.0,2.333333333333333,0.3333333333333333,0.0,0.0,0.0,7.2,90.0,2.75,2.1750000000000003,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,11.333333333333334,3.333333333333333,0.0,0.0,0.0,0.0,0.0,1.106666666666667,0.7177274291070527,0.3889392375596138,5.333333333333333,6.0,8.0,1.0,5.666666666666667,21.0,8.666666666666666,7.666666666666667,0.0,0.0,0.0,6.976666666666667,0.6666666666666666,0.0,10.333333333333334,2.333333333333333,0.3333333333333333,4.666666666666667,15.666666666666666,1.6666666666666667,32.666666666666664,18.666666666666668,4.333333333333333,2.333333333333333,0.0,0.0,0.0,0.0,88.66666666666667,65.00000000000001,2.0,343.6666666666667,2.7375000000000003,4.860271614959115,-2.122771614959115,0.0,0.0,0.3333333333333333,2.6666666666666665,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,0.0,23.666666666666668,8.0,2.181666666666666,2.0,1.3333333333333333,3.6666666666666665,3.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,3.333333333333333,7.0,1.6666666666666667,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,33.0,21.000000000000004,1.6666666666666667,130.0,0.5855555555555554,0.7642427637721756,-0.1786872082166199,1.6666666666666667,0.6666666666666666,4.0,9.333333333333334,3.333333333333333,7.333333333333333,5.0,4.666666666666667,9.666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,155.66666666666666,120.0,428.3333333333333,4.530793650793651,5.788700673962521,-1.2579070231688692,6
